Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001343,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001344,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001345,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001346,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001347,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001348,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001349,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001350,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001351,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001352,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001353,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001354,Male,No,0,Graduate,No,5417,0.0,140.0,360.0,1.0,Urban,Y
LP001355,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001356,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001357,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001358,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001359,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001360,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001361,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001362,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001363,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001364,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001365,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001366,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001367,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001368,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001369,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001370,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001371,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001372,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001373,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001374,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001375,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001376,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001377,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001378,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001379,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001380,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001381,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001382,Male,Yes,0,Graduate,No,4167,1667.0,160.0,360.0,1.0,Urban,Y
LP001383,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001384,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001385,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001386,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001387,Male,No,0,Graduate,No,5417,0.0,140.0,360.0,1.0,Urban,Y
LP001388,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001389,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001390,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001391,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001392,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001393,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001394,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001395,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001396,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001397,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001398,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001399,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001400,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001401,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001402,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001403,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001404,Male,Yes,0,Graduate,No,4167,1667.0,160.0,360.0,1.0,Urban,Y
LP001405,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001406,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001407,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001408,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001409,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001410,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001411,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001412,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001413,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001414,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001415,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001416,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001417,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001418,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001419,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001420,Male,No,0,Graduate,No,5417,0.0,140.0,360.0,1.0,Urban,Y
LP001421,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001422,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001423,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001424,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001425,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001426,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001427,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001428,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001429,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001430,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001431,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001432,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001433,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001434,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001435,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001436,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001437,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001438,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001439,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001440,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001441,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001442,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001443,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001444,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001445,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001446,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001447,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001448,Male,Yes,0,Graduate,No,4167,1667.0,160.0,360.0,1.0,Urban,Y
LP001449,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001450,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001451,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001452,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001453,Male,No,0,Graduate,No,5417,0.0,140.0,360.0,1.0,Urban,Y
LP001454,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001455,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001456,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001457,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001458,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001459,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001460,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001461,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001462,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001463,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001464,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001465,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001466,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001467,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001468,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001469,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001470,Male,Yes,0,Graduate,No,4167,1667.0,160.0,360.0,1.0,Urban,Y
LP001471,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001472,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001473,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001474,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001475,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001476,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001477,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001478,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001479,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001480,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001481,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001482,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001483,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001484,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001485,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001486,Male,No,0,Graduate,No,5417,0.0,140.0,360.0,1.0,Urban,Y
LP001487,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001488,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001489,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001490,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001491,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001492,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001493,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001494,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001495,Male,Yes,2,Graduate,No,3333,2500.0,140.0,360.0,1.0,Rural,Y
LP001496,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001497,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001498,Male,Yes,0,Graduate,No,4583,1250.0,152.0,360.0,1.0,Urban,Y
LP001499,Male,No,0,Not Graduate,No,2083,0.0,58.0,360.0,1.0,Urban,Y
LP001500,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001501,Male,Yes,1,Graduate,No,5833,1667.0,200.0,360.0,1.0,Urban,Y
LP001502,Male,No,0,Graduate,No,4167,0.0,113.0,360.0,1.0,Urban,Y
LP001503,Male,Yes,0,Graduate,No,3750,2083.0,152.0,360.0,1.0,Rural,Y
LP001504,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,0.0,Semiurban,N
LP001505,Male,No,0,Graduate,No,6250,0.0,175.0,360.0,1.0,Urban,Y
LP001506,Male,Yes,2,Not Graduate,No,2500,1250.0,100.0,360.0,1.0,Rural,N
LP001507,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,1.0,Semiurban,Y
LP001508,Male,No,0,Graduate,No,5000,0.0,128.0,360.0,1.0,Urban,Y
LP001509,Male,Yes,0,Graduate,No,4583,1667.0,166.0,360.0,1.0,Urban,Y
LP001510,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001511,Female,No,0,Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001512,Male,Yes,1,Graduate,No,5000,2083.0,175.0,360.0,1.0,Urban,Y
LP001513,Male,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001514,Male,Yes,0,Graduate,No,4167,1667.0,160.0,360.0,1.0,Urban,Y
LP001515,Female,No,0,Graduate,No,2083,0.0,58.0,360.0,0.0,Semiurban,N
LP001516,Male,No,0,Graduate,No,8000,0.0,200.0,360.0,1.0,Urban,Y
LP001517,Male,Yes,1,Graduate,No,7500,2500.0,280.0,360.0,1.0,Semiurban,Y
LP001518,Female,Yes,0,Graduate,No,5500,0.0,132.0,360.0,1.0,Urban,Y
LP001519,Male,No,0,Not Graduate,No,2800,0.0,80.0,360.0,0.0,Rural,N
LP001520,Male,Yes,3+,Graduate,No,4500,3000.0,200.0,360.0,1.0,Semiurban,Y
LP001521,Female,No,1,Graduate,No,3200,0.0,85.0,360.0,1.0,Urban,Y
LP001522,Male,Yes,0,Graduate,Yes,9000,0.0,250.0,360.0,1.0,Urban,Y
LP001523,Male,No,0,Graduate,No,4000,1200.0,130.0,360.0,1.0,Rural,N
LP001524,Male,Yes,2,Not Graduate,No,2200,1800.0,95.0,360.0,0.0,Rural,N
LP001525,Female,No,0,Graduate,No,6000,0.0,160.0,360.0,1.0,Semiurban,Y
LP001526,Male,Yes,1,Graduate,No,5500,1500.0,180.0,360.0,1.0,Urban,Y
LP001527,Male,No,0,Graduate,No,3800,0.0,100.0,360.0,1.0,Urban,Y
LP001528,Male,Yes,0,Graduate,Yes,11000,0.0,300.0,360.0,1.0,Urban,Y
LP001529,Female,No,0,Not Graduate,No,2600,0.0,72.0,360.0,1.0,Semiurban,Y
LP001530,Male,Yes,3+,Graduate,No,3500,2500.0,160.0,360.0,0.0,Rural,N
LP001531,Male,No,0,Graduate,No,7000,0.0,180.0,360.0,1.0,Urban,Y
LP001532,Female,Yes,1,Graduate,No,4500,1000.0,140.0,360.0,1.0,Semiurban,Y
LP001533,Male,No,0,Graduate,No,3000,0.0,80.0,240.0,1.0,Urban,Y
LP001534,Male,Yes,0,Not Graduate,No,2500,2000.0,110.0,360.0,1.0,Rural,Y
LP001535,Female,No,0,Graduate,No,5000,0.0,128.0,360.0,0.0,Semiurban,N
LP001536,Male,Yes,2,Graduate,No,6500,1500.0,220.0,360.0,1.0,Urban,Y
LP001537,Male,No,0,Graduate,No,4200,0.0,112.0,360.0,1.0,Urban,Y
LP001538,Male,Yes,0,Graduate,Yes,13000,5000.0,400.0,360.0,1.0,Urban,Y
LP001539,Female,No,0,Graduate,No,3500,0.0,90.0,360.0,1.0,Semiurban,Y
LP001540,Male,No,1,Not Graduate,No,2000,1500.0,85.0,360.0,0.0,Rural,N
LP001541,Male,Yes,0,Graduate,No,5800,0.0,150.0,360.0,1.0,Urban,Y
LP001542,Female,Yes,2,Graduate,No,4000,2000.0,155.0,360.0,1.0,Semiurban,Y
LP001543,Male,No,0,Graduate,No,3300,0.0,88.0,360.0,1.0,Urban,Y
LP001544,Male,Yes,1,Graduate,No,6000,2000.0,210.0,360.0,1.0,Urban,Y
LP001545,Female,No,0,Not Graduate,No,2400,0.0,68.0,360.0,1.0,Semiurban,Y
LP001546,Male,No,0,Graduate,No,4800,0.0,125.0,360.0,0.0,Urban,N
LP001547,Male,Yes,0,Graduate,No,7200,1800.0,260.0,360.0,1.0,Urban,Y
LP001548,Female,No,0,Graduate,No,3600,0.0,95.0,360.0,1.0,Semiurban,Y
LP001549,Male,Yes,3+,Not Graduate,No,2800,2200.0,120.0,360.0,0.0,Rural,N
LP001550,Male,No,0,Graduate,No,9500,0.0,240.0,360.0,1.0,Urban,Y
LP001551,Female,Yes,1,Graduate,No,5200,1200.0,170.0,360.0,1.0,Urban,Y
LP001552,Male,No,0,Graduate,No,4400,0.0,115.0,360.0,1.0,Urban,Y
LP001553,Male,Yes,0,Graduate,Yes,15000,0.0,480.0,360.0,1.0,Urban,Y
LP001554,Female,No,0,Graduate,No,3800,0.0,100.0,360.0,1.0,Semiurban,Y
LP001555,Male,No,1,Not Graduate,No,2300,1200.0,90.0,360.0,0.0,Rural,N
LP001556,Male,Yes,0,Graduate,No,6800,0.0,175.0,360.0,1.0,Urban,Y
LP001557,Female,Yes,2,Graduate,No,4600,1800.0,165.0,360.0,1.0,Semiurban,Y
LP001558,Male,No,0,Graduate,No,3400,0.0,90.0,360.0,1.0,Urban,Y
LP001559,Male,Yes,1,Graduate,No,5600,2200.0,195.0,360.0,1.0,Urban,Y
LP001560,Female,No,0,Not Graduate,No,2700,0.0,75.0,360.0,1.0,Semiurban,Y
LP001561,Male,No,0,Graduate,No,4600,0.0,120.0,360.0,0.0,Urban,N
LP001562,Male,Yes,0,Graduate,No,8500,2000.0,290.0,360.0,1.0,Urban,Y
LP001563,Female,No,0,Graduate,No,3200,0.0,85.0,360.0,1.0,Semiurban,Y
LP001564,Male,Yes,3+,Not Graduate,No,2600,2400.0,115.0,360.0,0.0,Rural,N
LP001565,Male,No,0,Graduate,No,10000,0.0,260.0,360.0,1.0,Urban,Y
LP001566,Female,Yes,1,Graduate,No,4800,1400.0,158.0,360.0,1.0,Urban,Y
LP001567,Male,No,0,Graduate,No,3600,0.0,95.0,360.0,1.0,Urban,Y
LP001568,Male,Yes,0,Graduate,Yes,12000,4000.0,360.0,360.0,1.0,Urban,Y
LP001569,Female,No,0,Graduate,No,4000,0.0,105.0,360.0,1.0,Semiurban,Y
LP001570,Male,No,1,Not Graduate,No,2100,1300.0,88.0,360.0,0.0,Rural,N
LP001571,Male,Yes,0,Graduate,No,5400,0.0,140.0,360.0,1.0,Urban,Y
LP001572,Female,Yes,2,Graduate,No,4200,2200.0,160.0,360.0,1.0,Semiurban,Y
LP001573,Male,No,0,Graduate,No,3100,0.0,82.0,360.0,1.0,Urban,Y
LP001574,Male,Yes,1,Graduate,No,5800,1800.0,195.0,360.0,1.0,Urban,Y
LP001575,Female,No,0,Not Graduate,No,2500,0.0,70.0,360.0,1.0,Semiurban,Y
LP001576,Male,No,0,Graduate,No,5200,0.0,135.0,360.0,0.0,Urban,N
LP001577,Male,Yes,0,Graduate,No,9000,2500.0,310.0,360.0,1.0,Urban,Y
LP001578,Female,No,0,Graduate,No,3400,0.0,90.0,360.0,1.0,Semiurban,Y
LP001579,Male,Yes,3+,Not Graduate,No,2400,2600.0,110.0,360.0,0.0,Rural,N
LP001580,Male,No,0,Graduate,No,11000,0.0,280.0,360.0,1.0,Urban,Y
LP001581,Female,Yes,1,Graduate,No,5000,1600.0,168.0,360.0,1.0,Urban,Y
LP001582,Male,No,0,Graduate,No,3800,0.0,100.0,360.0,1.0,Urban,Y
LP001583,Male,Yes,0,Graduate,Yes,14000,3000.0,420.0,360.0,1.0,Urban,Y
LP001584,Female,No,0,Graduate,No,4200,0.0,110.0,360.0,1.0,Semiurban,Y
LP001585,Male,No,1,Not Graduate,No,2200,1400.0,92.0,360.0,0.0,Rural,N
LP001586,Male,Yes,0,Graduate,No,7000,0.0,185.0,360.0,1.0,Urban,Y
LP001587,Female,Yes,2,Graduate,No,4800,2000.0,170.0,360.0,1.0,Semiurban,Y
LP001588,Male,No,0,Graduate,No,3200,0.0,85.0,360.0,1.0,Urban,Y
LP001589,Male,Yes,1,Graduate,No,6200,2400.0,215.0,360.0,1.0,Urban,Y
LP001590,Female,No,0,Not Graduate,No,2600,0.0,72.0,360.0,1.0,Semiurban,Y
LP001591,Male,No,0,Graduate,No,4800,0.0,125.0,360.0,0.0,Urban,N
LP001592,Male,Yes,0,Graduate,No,9500,3000.0,330.0,360.0,1.0,Urban,Y
LP001593,Female,No,0,Graduate,No,3600,0.0,95.0,360.0,1.0,Semiurban,Y
LP001594,Male,Yes,3+,Not Graduate,No,2500,2800.0,118.0,360.0,0.0,Rural,N
LP001595,Male,No,0,Graduate,No,12000,0.0,300.0,360.0,1.0,Urban,Y
LP001596,Female,Yes,1,Graduate,No,5200,1800.0,175.0,360.0,1.0,Urban,Y
LP001597,Male,No,0,Graduate,No,4000,0.0,105.0,360.0,1.0,Urban,Y
LP001598,Male,Yes,0,Graduate,Yes,16000,5000.0,500.0,360.0,1.0,Urban,Y
LP001599,Female,No,0,Graduate,No,4400,0.0,115.0,360.0,1.0,Semiurban,Y
LP001600,Male,No,1,Not Graduate,No,2300,1500.0,95.0,360.0,0.0,Rural,N
LP001601,Male,Yes,0,Graduate,No,7500,0.0,195.0,360.0,1.0,Urban,Y
LP001602,Female,Yes,2,Graduate,No,5000,2400.0,178.0,360.0,1.0,Semiurban,Y
LP001603,Male,No,0,Graduate,No,3300,0.0,88.0,360.0,1.0,Urban,Y
LP001604,Male,Yes,1,Graduate,No,6500,2600.0,228.0,360.0,1.0,Urban,Y
LP001605,Female,No,0,Not Graduate,No,2700,0.0,75.0,360.0,1.0,Semiurban,Y
LP001606,Male,No,0,Graduate,No,5000,0.0,130.0,360.0,0.0,Urban,N
LP001607,Male,Yes,0,Graduate,No,10000,3500.0,350.0,360.0,1.0,Urban,Y
LP001608,Female,No,0,Graduate,No,3800,0.0,100.0,360.0,1.0,Semiurban,Y
LP001609,Male,Yes,3+,Not Graduate,No,2600,3000.0,125.0,360.0,0.0,Rural,N
LP001610,Male,No,0,Graduate,No,13000,0.0,330.0,360.0,1.0,Urban,Y
LP001611,Female,Yes,1,Graduate,No,5500,2000.0,185.0,360.0,1.0,Urban,Y
LP001612,Male,No,0,Graduate,No,4200,0.0,110.0,360.0,1.0,Urban,Y
LP001613,Male,Yes,0,Graduate,Yes,18000,6000.0,560.0,360.0,1.0,Urban,Y
LP001614,Female,No,0,Graduate,No,4600,0.0,120.0,360.0,1.0,Semiurban,Y
